2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,2,2,5,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,5,2,5,5,5,5,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2
2,1,4,4,4,4,4,4,4,4,4,4,4,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,2,2,2,2,2,2,5,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2,2,2,5,5,2,1,1
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,2,1,2
2,1,4,4,4,4,4,4,4,4,4,4,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,5,5,2,2,5,5,5,5,2,1,2
2,1,4,4,4,4,4,4,4,4,4,4,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,5,5,5,5,5,5,5,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,5,5,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,5,5,5,5,5,5,5,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,5,5,5,5,5,5,5,5,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,5,2,2,2,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,2,2,2,2,2,3,2,1,2,4,2,2,2,2,2,4,2,1,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,2,2,2,2,2,3,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2
2,1,4,4,4,4,4,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,4,4,4,4,4,4,4,2,1,2,3,3,3,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2
2,1,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,1,2,2,3,3,3,3,3,2,1,2,2,2,2,4,2,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
